country,date,lat,lng,type,purpose,yield
USSR,1968 JAN 7,49.75389,78.04694,UG-T,PR,7.5
USSR,1968 APR 24,49.84167,78.10722,UG-T,WR,6.2
USSR,1968 MAY 21,38.918,65.032,UG-S,I-FE,47
USSR,1968 MAY 23,49.83333,78.09278,UG-T,WR,0.001
USSR,1968 JUN 11,49.79861,78.15,UG-T,WR,15
USSR,1968 JUN 19,49.98025,78.9855,UG-S,FS,18
USSR,1968 JUL 1,47.909,47.912,UG-S,I-CV,27
USSR,1968 JUL 12,49.75556,78.09917,UG-T,WR,24
USSR,1968 JUL 12,49.75556,78.09917,UG-T,WR,
USSR,1968 AUG 20,49.82056,78.08111,UG-T,WR,4.6
USSR,1968 AUG 20,49.82056,78.08111,UG-T,SE,0.001
USSR,1968 SEP 5,49.73806,78.08083,UG-T,WE,32
USSR,1968 SEP 29,49.80417,78.10556,UG-T,WE,60
USSR,1968 OCT 21,49.72786,78.48628,UG-S,I-EM,0.24
USSR,1968 OCT 29,49.83333,78.09278,UG-T,WR,
USSR,1968 NOV 7,73.387,54.858,UG-T,WR,0.001
USSR,1968 NOV 7,73.387,54.858,UG-T,WR,165
USSR,1968 NOV 7,73.387,54.858,UG-T,WR,165
USSR,1968 NOV 9,49.79972,78.14444,UG-T,PR,4
USSR,1968 NOV 12,49.712,78.461,UG-S,I-EM,0.24
USSR,1968 NOV 12,49.7,78.5,UG-S,I-EM,0.24
USSR,1968 NOV 12,49.7,78.5,UG-S,I-EM,0.24
USSR,1968 DEC 18,49.74083,78.08778,UG-T,PR,8.9
USSR,1969 MAR 7,49.82833,78.05972,UG-T,WR,49
USSR,1969 APR 4,49.75333,78.05361,UG-T,WR,
USSR,1969 APR 13,49.73556,78.10472,UG-T,PR,
USSR,1969 MAY 16,49.76778,78.08167,UG-T,WR,16
USSR,1969 MAY 31,49.95031,77.69422,UG-S,WR,18
USSR,1969 JUL 4,49.75417,78.10917,UG-T,PR,15
USSR,1969 JUL 4,49.75417,78.10917,UG-T,WR,
USSR,1969 JUL 23,49.81972,78.13722,UG-T,WR,16
USSR,1969 SEP 2,57.22,55.393,UG-S,I-OS,7.6
USSR,1969 SEP 8,57.22,55.417,UG-S,I-OS,7.6
USSR,1969 SEP 11,49.77778,77.98639,UG-T,PR,6.2
USSR,1969 SEP 11,49.77778,77.98639,UG-T,PR,
USSR,1969 SEP 26,45.848,42.6,UG-S,I-OS,10
USSR,1969 OCT 1,49.78639,78.10806,UG-T,WR,16
USSR,1969 OCT 1,49.78639,78.10806,UG-T,WR,
USSR,1969 OCT 14,73.39,54.787,UG-T,WR,540
USSR,1969 OCT 14,73.39,54.787,UG-T,WR,
USSR,1969 OCT 14,73.4,54.8,UG-T,WR,
USSR,1969 OCT 30,49.84417,78.11556,UG-T,SE,
USSR,1969 NOV 27,49.83667,78.05972,UG-T,PR,
USSR,1969 NOV 30,49.92428,78.95575,UG-S,WR,125
USSR,1969 DEC 6,43.867,54.8,UG-S,I-EM,30
USSR,1969 DEC 28,49.93733,77.71422,UG-S,WR,40
USSR,1969 DEC 29,49.73222,78.10444,UG-T,PR,10
USSR,1970 JAN 29,49.79222,78.11306,UG-T,WE,42
USSR,1970 JAN 29,49.79222,78.11306,UG-T,WE,
USSR,1970 JAN 29,49.79222,78.11306,UG-T,WE,
USSR,1970 FEB 18,49.73083,78.1025,UG-T,SE,0.001
USSR,1970 MAR 27,49.74444,78.00333,UG-T,PR,6.5
USSR,1970 MAY 27,49.73139,78.10111,UG-T,WR,0.9
USSR,1970 JUN 25,52.2,55.7,UG-S,I-CV,2.3
USSR,1970 JUN 28,49.79333,78.11306,UG-T,WR,88
USSR,1970 JUN 28,49.78222,78.05333,UG-T,PR,
USSR,1970 JUN 28,49.78222,78.05333,UG-T,WR,
USSR,1970 JUL 21,49.95242,77.67289,UG-S,WR,23
USSR,1970 JUL 24,49.81361,78.13222,UG-T,WR,20
USSR,1970 SEP 6,49.78889,77.9975,UG-T,WR,
USSR,1970 SEP 6,49.7525,78.00528,UG-T,PR,34
USSR,1970 OCT 14,73.304,55.027,UG-T,WR,2200
USSR,1970 OCT 14,73.304,55.027,UG-T,WR,
USSR,1970 OCT 14,73.304,55.027,UG-T,WR,
USSR,1970 NOV 4,49.98922,77.76244,UG-S,PR,27
USSR,1970 DEC 12,43.85,54.8,UG-S,I,80
USSR,1970 DEC 17,49.75194,78.10167,UG-T,WR,26
USSR,1970 DEC 23,44.025,54.933,UG-S,I,75
USSR,1971 JAN 29,49.80528,78.16861,UG-T,WE,1.8
USSR,1971 MAR 22,49.79333,78.11306,UG-T,PR,67
USSR,1971 MAR 22,49.77444,78.08278,UG-T,WR,
USSR,1971 MAR 23,61.4,56.2,UG-S,I-EM,15
USSR,1971 MAR 23,61.4,56.2,UG-S,I,15
USSR,1971 MAR 23,61.4,56.2,UG-S,I,15
USSR,1971 APR 9,49.83222,78.03861,UG-T,I,0.23
USSR,1971 APR 25,49.78028,78.03667,UG-T,WR,90
USSR,1971 MAY 25,49.80417,78.145,UG-T,WR,9
USSR,1971 JUN 6,49.97542,77.66028,UG-S,WR,16
USSR,1971 JUN 19,49.96903,77.64081,UG-S,WR,35
USSR,1971 JUN 30,49.946,78.98047,UG-S,WR,5
USSR,1971 JUL 2,67.283,63.467,UG-S,I-SS,2.3
USSR,1971 JUL 10,64.167,55.267,UG-S,I-SS,2.3
USSR,1971 SEP 19,57.508,42.643,UG-S,I-SS,2.3
USSR,1971 SEP 27,73.393,54.92,UG-T,WR,2450
USSR,1971 SEP 27,73.393,54.92,UG-T,WR,
USSR,1971 SEP 27,73.393,54.92,UG-T,WR,
USSR,1971 SEP 27,73.393,54.92,UG-T,WR,
USSR,1971 OCT 4,61.358,48.092,UG-S,I-SS,2.3
USSR,1971 OCT 9,49.97789,77.64144,UG-S,WR,12
USSR,1971 OCT 21,49.97381,77.59733,UG-S,WR,23
USSR,1971 OCT 22,51.6,54.45,UG-S,I-CV,15
USSR,1971 NOV 29,49.73778,78.08139,UG-T,WR,28
USSR,1971 NOV 29,49.73778,78.08139,UG-T,WR,
USSR,1971 DEC 15,49.83056,77.99333,UG-T,WE,6
USSR,1971 DEC 22,47.897,48.133,UG-S,I,64
USSR,1971 DEC 30,49.74917,78.00611,UG-T,WR,50
USSR,1971 DEC 30,49.755,78.0475,UG-T,WR,
USSR,1972 FEB 10,50.02428,78.87808,UG-S,WR,16
USSR,1972 MAR 10,49.75194,78.11806,UG-T,WR,28
USSR,1972 MAR 10,49.75194,78.11806,UG-T,WR,
USSR,1972 MAR 28,49.73417,78.0825,UG-T,WR,6
USSR,1972 MAR 28,49.73417,78.0825,UG-T,PR,
USSR,1972 MAR 28,49.73417,78.0825,UG-T,SE,0.001
USSR,1972 APR 11,37.35,62.05,UG-S,I-FE,15
USSR,1972 APR 20,49.84167,78.10722,UG-T,SE,0.001
USSR,1972 JUN 7,49.83167,78.10944,UG-T,WR,
USSR,1972 JUN 7,49.77306,77.99,UG-T,WE,25
USSR,1972 JUL 6,49.73611,78.10917,UG-T,WE,1.5
USSR,1972 JUL 9,49.8,35.4,UG-S,I-FE,3.8
USSR,1972 JUL 27,70.8,53.8,UG-S,FS,10
USSR,1972 AUG 16,49.77056,78.05722,UG-T,WE,8
USSR,1972 AUG 20,49.4,48.142,UG-S,I-SS,6.6
USSR,1972 AUG 26,49.98197,77.71661,UG-S,WR,21
USSR,1972 AUG 28,73.388,54.847,UG-T,WR,1120
USSR,1972 AUG 28,73.388,54.847,UG-T,WR,
USSR,1972 AUG 28,73.388,54.847,UG-T,WR,
USSR,1972 AUG 28,73.388,54.847,UG-T,WR,
USSR,1972 SEP 2,49.95942,77.64089,UG-S,WR,2
USSR,1972 SEP 4,67.75,33.1,UG-T,I,2.1
USSR,1972 SEP 21,52.118,52.068,UG-S,I-SS,2.3
USSR,1972 OCT 3,46.853,44.938,UG-S,I-SS,6.6
USSR,1972 NOV 2,49.92697,78.81725,UG-S,WR,165
USSR,1972 NOV 24,51.99,51.867,UG-S,I-SS,2.3
USSR,1972 NOV 24,51.842,64.21,UG-S,I-SS,6.6
USSR,1972 DEC 10,49.82611,78.09194,UG-T,WR,58
USSR,1972 DEC 10,49.82806,78.05806,UG-T,WR,
USSR,1972 DEC 10,50.027,78.99556,UG-S,PR,140
USSR,1972 DEC 28,49.73611,78.10722,UG-T,WR,
USSR,1973 FEB 16,49.81583,78.10667,UG-T,WR,42
USSR,1973 APR 19,49.984,77.614,UG-S,WR,21
USSR,1973 JUL 10,49.79111,78.01278,UG-T,WR,20
USSR,1973 JUL 10,49.79111,78.01278,UG-T,WR,
USSR,1973 JUL 10,49.79111,78.01278,UG-T,SE,0.001
USSR,1973 JUL 23,49.96889,78.8175,UG-S,PR,212
USSR,1973 AUG 15,42.775,67.408,UG-S,I-SS,6.3
USSR,1973 AUG 28,50.527,68.323,UG-S,I-SS,6.3
USSR,1973 SEP 12,73.314,55.056,UG-T,WR,3800
USSR,1973 SEP 12,73.314,55.056,UG-T,WR,
USSR,1973 SEP 12,73.314,55.056,UG-T,WR,
USSR,1973 SEP 12,73.314,55.056,UG-T,WR,
USSR,1973 SEP 19,45.758,67.825,UG-S,I-SS,6.3
USSR,1973 SEP 20,49.96167,78.85556,UG-S,WR,0.001
USSR,1973 SEP 27,70.731,53.836,UG-S,FS,180
USSR,1973 SEP 30,51.65,54.55,UG-S,I-CV,10
USSR,1973 OCT 26,49.75222,78.1325,UG-T,WE,15
USSR,1973 OCT 26,53.65,55.4,UG-S,I-CV,10
USSR,1973 OCT 27,70.78,54.035,UG-S,WR,4000
USSR,1973 NOV 4,50.06306,78.93306,UG-S,WR,
USSR,1973 DEC 14,50.04381,78.98569,UG-S,WR,80
USSR,1973 DEC 31,49.73944,78.08639,UG-T,WR,0.5
USSR,1974 JAN 30,49.82333,78.04167,UG-T,WE,24
USSR,1974 JAN 30,49.82333,78.04167,UG-T,WE,6
USSR,1974 JAN 30,49.82333,78.04167,UG-T,WE,
USSR,1974 FEB 28,49.83167,78.10944,UG-T,SE,0.001
USSR,1974 APR 16,50.02444,78.92639,UG-S,WR,1
USSR,1974 MAY 16,49.73972,78.03583,UG-T,WR,18
USSR,1974 MAY 31,49.96056,78.84417,UG-S,PR,71
USSR,1974 JUN 25,49.83056,78.10139,UG-T,WE,3.5
USSR,1974 JUL 8,53.7,55.1,UG-S,I-CV,10
USSR,1974 JUL 10,49.77722,78.1125,UG-T,WR,18
USSR,1974 JUL 29,49.9375,78.93583,UG-S,WR,
USSR,1974 AUG 14,68.903,75.823,UG-S,I-SS,7.6
USSR,1974 AUG 29,73.397,54.905,UG-T,WR,1200
USSR,1974 AUG 29,73.397,54.905,UG-T,WR,
USSR,1974 AUG 29,73.397,54.905,UG-T,WR,
USSR,1974 AUG 29,73.397,54.905,UG-T,WR,
USSR,1974 AUG 29,73.397,54.905,UG-T,WR,
USSR,1974 AUG 29,67.085,62.625,UG-S,I-SS,7.6
USSR,1974 SEP 13,49.76972,78.05528,UG-T,WE,14
USSR,1974 OCT 2,66.1,112.65,UG-S,I-EM,1.7
USSR,1974 OCT 16,49.9875,78.89417,UG-S,WE,19
USSR,1974 NOV 2,70.81,53.91,UG-S,WR,2300
USSR,1974 NOV 28,49.95,77.7,UG-S,WR,0.01
USSR,1974 DEC 7,49.916,77.605,UG-S,I-EM,1.7
USSR,1974 DEC 16,49.76778,78.08167,UG-T,WR,6.7
USSR,1974 DEC 16,49.83306,78.02667,UG-T,I,3.8
USSR,1974 DEC 27,49.96583,79.00333,UG-S,WR,36
USSR,1975 FEB 20,49.7775,78.01556,UG-T,WE,
USSR,1975 FEB 20,49.7775,78.01556,UG-T,WE,
USSR,1975 FEB 20,49.7775,78.01556,UG-T,WE,
USSR,1975 FEB 20,49.79889,78.00139,UG-T,WE,55
USSR,1975 MAR 11,49.75472,78.1075,UG-T,WR,24
USSR,1975 APR 25,47.909,47.912,UG-CS,I,0.35
USSR,1975 APR 27,49.9375,78.90361,UG-S,WR,29
USSR,1975 JUN 8,49.75167,78.00583,UG-T,PR,32
USSR,1975 JUN 30,49.98556,78.89694,UG-S,WR,8
USSR,1975 JUL 15,49.79139,78.09444,UG-T,WR,
USSR,1975 JUL 15,49.79139,78.09444,UG-T,WR,
USSR,1975 AUG 7,49.80194,78.13056,UG-T,WR,14
USSR,1975 AUG 7,49.80139,78.12833,UG-T,WR,
USSR,1975 AUG 12,70.763,126.953,UG-S,I-SS,7.6
USSR,1975 AUG 23,73.334,54.682,UG-T,WE,1100
USSR,1975 AUG 23,73.334,54.682,UG-T,WE,
USSR,1975 AUG 23,73.334,54.682,UG-T,WE,
USSR,1975 AUG 23,73.334,54.682,UG-T,WE,
USSR,1975 AUG 23,73.334,54.682,UG-T,WR,
USSR,1975 AUG 23,73.334,54.682,UG-T,WR,
USSR,1975 AUG 23,73.334,54.682,UG-T,WR,
USSR,1975 AUG 23,73.334,54.682,UG-T,WR,
USSR,1975 SEP 29,69.578,90.337,UG-S,I-SS,7.6
USSR,1975 OCT 5,49.78306,78.08667,UG-T,WR,0.2
USSR,1975 OCT 18,70.816,53.744,UG-S,WR,600
USSR,1975 OCT 18,70.816,53.744,UG-S,WR,600
USSR,1975 OCT 18,70.816,53.753,UG-S,WR,600
USSR,1975 OCT 21,73.307,55.01,UG-T,WR,1300
USSR,1975 OCT 21,73.307,55.01,UG-T,WR,
USSR,1975 OCT 21,73.307,55.01,UG-T,WR,
USSR,1975 OCT 21,73.307,55.01,UG-T,WR,
USSR,1975 OCT 21,73.307,55.01,UG-T,WR,
USSR,1975 OCT 29,49.95389,78.87389,UG-S,WR,36
USSR,1975 DEC 13,49.81333,78.10861,UG-T,WR,8
USSR,1975 DEC 25,50.04389,78.82,UG-S,WR,59
USSR,1976 JAN 15,49.81,78.17139,UG-T,WR,13
USSR,1976 MAR 17,49.75556,78.09917,UG-T,WR,
USSR,1976 MAR 29,47.897,48.133,UG-CS,I,10
USSR,1976 APR 10,49.755,78.0475,UG-T,WR,0.1
USSR,1976 APR 21,49.75472,78.1075,UG-T,WR,7
USSR,1976 APR 21,49.90056,78.83083,UG-S,WR,7
USSR,1976 MAY 19,49.7775,78.01556,UG-T,WR,3.7
USSR,1976 JUN 9,49.99361,79.02444,UG-S,WR,10
USSR,1976 JUL 4,49.90417,78.89944,UG-S,WR,65
USSR,1976 JUL 23,49.74333,78.05167,UG-T,WR,7
USSR,1976 JUL 29,47.87,48.15,UG-S,I-CV,58
USSR,1976 AUG 4,49.87000,77.7,UG-S,WR,0.9
USSR,1976 AUG 28,49.975,78.92639,UG-S,WR,53
USSR,1976 SEP 29,73.36,54.871,UG-T,WR,130
USSR,1976 SEP 29,73.36,54.871,UG-T,WR,
USSR,1976 OCT 20,73.398,54.812,UG-T,WR,13
USSR,1976 OCT 20,73.398,54.812,UG-T,WR,
USSR,1976 OCT 20,73.398,54.812,UG-T,FS,
USSR,1976 OCT 20,73.398,54.812,UG-T,SE,0.001
USSR,1976 OCT 30,49.83139,78.05722,UG-T,WE,2.8
USSR,1976 NOV 5,61.458,112.86,UG-S,I-OS,15
USSR,1976 NOV 23,50.01306,78.94333,UG-S,WR,74
USSR,1976 DEC 7,49.94389,78.83917,UG-S,WR,54
USSR,1976 DEC 7,49.94389,78.83917,UG-S,WR,
USSR,1976 DEC 7,49.89917,78.78639,UG-S,WR,95
USSR,1976 DEC 30,49.78028,78.03667,UG-T,WR,10
USSR,1976 DEC 30,49.78028,78.03667,UG-T,WR,
USSR,1977 MAR 29,49.97,78.086,UG-S,WR,24
USSR,1977 MAR 29,49.77639,78.0175,UG-T,WR,25
USSR,1977 MAR 29,49.77639,78.0175,UG-T,WR,
USSR,1977 MAR 29,49.77639,78.0175,UG-T,SE,0.001
USSR,1977 APR 25,49.81333,78.10861,UG-T,WR,10
USSR,1977 MAY 29,49.94639,78.77167,UG-S,WR,44
USSR,1977 JUN 29,49.99944,78.86667,UG-S,WR,9
USSR,1977 JUL 26,69.575,90.375,UG-S,I-SS,15
USSR,1977 JUL 30,49.75056,78.04917,UG-T,WR,11
USSR,1977 JUL 30,49.75056,78.04917,UG-T,WR,
USSR,1977 AUG 10,50.955,110.983,UG-S,I-SS,8.5
USSR,1977 AUG 17,49.83083,78.11389,UG-T,WR,8
USSR,1977 AUG 20,64.108,99.558,UG-S,I-SS,8.5
USSR,1977 SEP 1,73.339,54.619,UG-T,WR,120
USSR,1977 SEP 1,73.339,54.619,UG-T,WR,
USSR,1977 SEP 1,73.339,54.619,UG-T,WR,
USSR,1977 SEP 1,73.339,54.619,UG-T,WR,-130?
USSR,1977 SEP 5,50.05556,78.91417,UG-S,WR,78
USSR,1977 SEP 5,50.05556,78.91417,UG-S,FS,
USSR,1977 SEP 10,57.251,106.551,UG-S,I,7.6
USSR,1977 SEP 30,47.897,48.161,UG-S,I,10
USSR,1977 OCT 9,73.409,54.927,UG-T,WR,5
USSR,1977 OCT 14,47.909,47.912,UG-CS,I,0.1
USSR,1977 OCT 29,49.83417,78.08028,UG-T,WR,42
USSR,1977 OCT 29,49.83417,78.08028,UG-T,FS,
USSR,1977 OCT 29,50.05222,78.98028,UG-S,WR,50
USSR,1977 OCT 30,47.909,47.912,UG-CS,I,0.1
USSR,1977 NOV 12,50.05222,78.86444,UG-S,WR,
USSR,1977 NOV 27,49.75444,78.05028,UG-T,WR,
USSR,1977 NOV 30,49.96722,78.87444,UG-S,WR,70
USSR,1977 NOV 30,49.96722,78.87444,UG-S,WR,
USSR,1977 DEC 26,49.81083,78.05417,UG-T,WR,
USSR,1977 DEC 26,49.80139,78.12833,UG-T,WR,6
USSR,1977 DEC 26,49.80194,78.13056,UG-T,WR,0.001
USSR,1977 DEC 26,49.80194,78.13056,UG-T,WR,
USSR,1977 DEC 26,49.80194,78.13056,UG-T,WR,
USSR,1978 MAR 19,49.945,77.704,UG-S,WR,13
USSR,1978 MAR 26,49.76194,77.9825,UG-T,WR,30
USSR,1978 MAR 26,49.76194,77.9825,UG-T,WR,
USSR,1978 APR 22,49.75167,78.13167,UG-T,WR,20
USSR,1978 APR 22,49.75167,78.13167,UG-T,WR,
USSR,1978 APR 22,49.75167,78.13167,UG-T,WR,
USSR,1978 MAY 24,49.74333,78.05167,UG-T,SE,0.001
USSR,1978 MAY 29,49.79139,78.09444,UG-T,WE,3
USSR,1978 JUN 2,49.74333,78.05167,UG-T,SE,0.001
USSR,1978 JUN 11,49.91333,78.80194,UG-S,WR,58
USSR,1978 JUL 5,49.9,78.86667,UG-S,WR,87
USSR,1978 JUL 28,49.755,78.145,UG-T,WR,60
USSR,1978 JUL 28,49.755,78.145,UG-T,WR,
USSR,1978 JUL 28,49.755,78.145,UG-T,WR,
USSR,1978 JUL 28,49.755,78.145,UG-T,WR,
USSR,1978 JUL 28,49.755,78.145,UG-T,WR,
USSR,1978 AUG 9,63.678,125.522,UG-S,I-SS,22
USSR,1978 AUG 10,73.291,54.883,UG-T,WR,180
USSR,1978 AUG 10,73.291,54.883,UG-T,WR,
USSR,1978 AUG 10,73.291,54.883,UG-T,WR,
USSR,1978 AUG 10,73.291,54.883,UG-T,WR,
USSR,1978 AUG 10,73.291,54.883,UG-T,WR,
USSR,1978 AUG 10,73.291,54.883,UG-T,FS,
USSR,1978 AUG 24,65.925,112.338,UG-S,I-SS,22
USSR,1978 AUG 29,49.81333,78.10861,UG-T,WR,14
USSR,1978 AUG 29,49.81333,78.10861,UG-T,WR,
USSR,1978 AUG 29,49.81333,78.10861,UG-T,SE,0.001
USSR,1978 AUG 29,50.00611,78.96722,UG-S,WR,119
USSR,1978 SEP 12,47.909,47.912,UG-CS,I,0.08
USSR,1978 SEP 15,49.92833,78.86167,UG-S,WR,81
USSR,1978 SEP 20,49.79861,78.15,UG-T,WE,1.1
USSR,1978 SEP 21,66.598,86.21,UG-S,I-SS,15
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,60
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,
USSR,1978 SEP 27,73.349,54.676,UG-T,WR,
USSR,1978 SEP 27,73.349,54.676,UG-T,SE,0.001
USSR,1978 OCT 8,61.55,112.85,UG-S,I-OS,15
USSR,1978 OCT 15,49.73667,78.11111,UG-T,WE,12
USSR,1978 OCT 17,47.85,48.12,UG-S,I-CV,56
USSR,1978 OCT 17,47.85,48.12,UG-S,I-CV,18
USSR,1978 OCT 17,63.185,63.432,UG-S,I-SS,22
USSR,1978 OCT 31,49.78861,78.1075,UG-T,FS,16
USSR,1978 NOV 4,50.04167,78.94722,UG-S,WR,44
USSR,1978 NOV 4,50.04167,78.94722,UG-S,WR,
USSR,1978 NOV 29,49.95333,78.79528,UG-S,WR,101
USSR,1978 NOV 29,49.95333,78.79528,UG-S,WR,
USSR,1978 NOV 29,49.78333,78.01556,UG-T,WR,110
USSR,1978 NOV 30,47.909,47.912,UG-CS,I,0.006
USSR,1978 DEC 14,49.81583,78.10667,UG-T,WR,4
USSR,1978 DEC 18,47.86,48.16,UG-S,I-CV,103
USSR,1978 DEC 20,49.81083,78.05417,UG-T,WR,3.5
USSR,1978 DEC 20,49.81083,78.05417,UG-T,WR,
USSR,1979 JAN 10,47.909,47.912,UG-CS,I-CV,0.5
USSR,1979 JAN 17,47.92,48.12,UG-S,I-CV,12
USSR,1979 JAN 17,47.92,48.12,UG-S,I-CV,56
USSR,1979 FEB 1,50.08083,78.85333,UG-S,WR,18
USSR,1979 FEB 16,49.974,77.668,UG-S,WR,23
USSR,1979 FEB 16,49.974,77.668,UG-S,WR,
USSR,1979 MAR 23,49.81,78.17139,UG-T,SE,0.001
USSR,1979 APR 10,49.81,78.17139,UG-T,SE,0.001
USSR,1979 MAY 6,49.76194,77.9825,UG-T,WR,15
USSR,1979 MAY 6,49.76194,77.9825,UG-T,WR,
USSR,1979 MAY 31,49.81278,78.05944,UG-T,WR,17
USSR,1979 MAY 31,49.81278,78.05944,UG-T,WR,
USSR,1979 MAY 31,49.81278,78.05944,UG-T,WR,
USSR,1979 MAY 31,49.83417,78.08028,UG-T,WR,
USSR,1979 JUN 12,49.81,78.17139,UG-T,SE,0.001
USSR,1979 JUN 23,49.91472,78.84583,UG-S,WR,149
USSR,1979 JUL 7,50.03306,78.98917,UG-S,WR,97
USSR,1979 JUL 7,50.03306,78.98917,UG-S,WR,
USSR,1979 JUL 14,47.88,48.12,UG-S,I-CV,7
USSR,1979 JUL 14,47.88,48.12,UG-S,I-CV,7
USSR,1979 JUL 14,47.88,48.12,UG-S,I-CV,7
USSR,1979 JUL 18,49.919,77.812,UG-S,WR,12
USSR,1979 JUL 18,49.77722,78.1125,UG-T,FS,14
USSR,1979 AUG 4,49.90306,78.88778,UG-S,WR,150
USSR,1979 AUG 4,49.90306,78.88778,UG-S,WR,
USSR,1979 AUG 12,61.803,122.43,UG-S,I-SS,8.5
USSR,1979 AUG 18,49.94806,78.91889,UG-S,WR,150
USSR,1979 AUG 18,49.94806,78.91889,UG-S,WR,
USSR,1979 SEP 6,64.11,99.562,UG-S,I-SS,8.5
USSR,1979 SEP 16,48.2,38.3,UG-M,I,0.3
USSR,1979 SEP 24,73.343,54.672,UG-T,WR,130
USSR,1979 SEP 24,73.343,54.672,UG-T,WR,
USSR,1979 SEP 24,73.343,54.672,UG-T,WR,
USSR,1979 SEP 27,49.75056,78.04917,UG-T,WE,1.6
USSR,1979 OCT 4,60.675,71.455,UG-S,I-SS,22
USSR,1979 OCT 7,61.85,113.1,UG-S,I-OS,15
USSR,1979 OCT 18,49.82417,78.0975,UG-T,WR,15
USSR,1979 OCT 18,49.82417,78.0975,UG-T,WR,
USSR,1979 OCT 18,73.316,54.816,UG-T,WR,150
USSR,1979 OCT 18,73.316,54.816,UG-T,WR,
USSR,1979 OCT 18,73.316,54.816,UG-T,WR,
USSR,1979 OCT 18,73.316,54.816,UG-T,WR,
USSR,1979 OCT 24,47.85,48.14,UG-S,I-CV,3
USSR,1979 OCT 24,47.85,48.14,UG-S,I-CV,30
USSR,1979 OCT 28,49.99667,78.995,UG-S,WR,120
USSR,1979 OCT 28,49.99667,78.995,UG-S,WR,
USSR,1979 NOV 30,49.78306,78.08667,UG-T,WR,1.6
USSR,1979 DEC 2,49.90944,78.78444,UG-S,WR,93
USSR,1979 DEC 2,49.90944,78.78444,UG-S,FS,
USSR,1979 DEC 21,49.79222,78.113,UG-T,WR,3.6
USSR,1979 DEC 23,49.93222,78.75278,UG-S,WR,137
USSR,1979 DEC 23,49.93222,78.75278,UG-S,WR,
USSR,1980 MAR 14,49.82333,78.04167,UG-T,SE,0.001
USSR,1980 APR 4,50,77.823,UG-S,WR,6
USSR,1980 APR 10,49.7825,78.05722,UG-T,WR,8
USSR,1980 APR 10,49.7825,78.05722,UG-T,WR,
USSR,1980 APR 25,49.97639,78.75944,UG-S,WR,19
USSR,1980 APR 25,49.97639,78.75944,UG-S,WR,
USSR,1980 MAY 22,49.77972,78.03639,UG-T,WR,35
USSR,1980 MAY 22,49.77972,78.03639,UG-T,WR,
USSR,1980 MAY 22,49.77972,78.03639,UG-T,WR,
USSR,1980 JUN 12,49.98872,78.99108,UG-S,WR,37
USSR,1980 JUN 16,52.9,56.5,UG-S,I-OS,3.2
USSR,1980 JUN 25,52.9,56.5,UG-S,I-OS,3.2
USSR,1980 JUN 25,49.82583,78.09944,UG-T,WR,0.3
USSR,1980 JUN 29,49.94861,78.81806,UG-S,WR,44
USSR,1980 JUN 29,49.94861,78.81806,UG-S,WR,
USSR,1980 JUN 29,49.94861,78.81806,UG-S,WR,
USSR,1980 JUL 31,49.79056,78.09083,UG-T,WR,20
USSR,1980 JUL 31,49.79056,78.09083,UG-T,WR,
USSR,1980 SEP 14,49.93667,78.7975,UG-S,WR,200
USSR,1980 SEP 25,49.78333,78.08056,UG-T,WE,5
USSR,1980 OCT 8,46.757,48.275,UG-S,I-CV,8.5
USSR,1980 OCT 11,73.336,54.94,UG-T,WR,130
USSR,1980 OCT 11,73.336,54.94,UG-T,WR,
USSR,1980 OCT 11,73.336,54.94,UG-T,WR,
USSR,1980 OCT 11,73.336,54.94,UG-T,WR,
USSR,1980 OCT 11,73.3,54.9,UG-T,WR,
USSR,1980 OCT 11,73.3,54.9,UG-T,WR,
USSR,1980 OCT 11,73.3,54.9,UG-T,WR,
USSR,1980 OCT 12,49.9675,79.0225,UG-S,WR,102
USSR,1980 OCT 12,49.9675,79.0225,UG-S,WR,
USSR,1980 OCT 23,49.75167,78.13167,UG-T,WR,
USSR,1980 NOV 1,60.8,97.55,UG-S,I-SS,8
USSR,1980 DEC 5,49.75167,78.13167,UG-T,WR,0.1
USSR,1980 DEC 5,49.83083,78.11389,UG-T,WR,
USSR,1980 DEC 5,49.83083,78.11389,UG-T,WR,
USSR,1980 DEC 5,49.83083,78.11389,UG-T,WR,
USSR,1980 DEC 10,61.75,66.75,UG-S,I-OS,15
USSR,1980 DEC 14,49.90889,78.91861,UG-S,WR,101
USSR,1980 DEC 14,49.90889,78.91861,UG-S,WR,
USSR,1980 DEC 14,49.90889,78.91861,UG-S,WR,
USSR,1980 DEC 26,49.82611,78.09194,UG-T,WR,2
USSR,1980 DEC 27,50.06194,78.97528,UG-S,WR,100
USSR,1980 DEC 27,50.06194,78.97528,UG-S,WR,
USSR,1981 MAR 25,49.82333,78.04167,UG-T,SE,0.001
USSR,1981 MAR 29,50.01806,78.97881,UG-S,WR,30
USSR,1981 MAR 29,50.01806,78.97881,UG-S,FS,
USSR,1981 MAR 29,50.01806,78.97881,UG-S,FS,
USSR,1981 APR 22,49.89889,78.80861,UG-S,WR,92
