country,date,lat,lng,type,purpose,yield
USSR,1981 APR 22,49.89889,78.80861,UG-S,WR,
USSR,1981 APR 22,49.89889,78.80861,UG-S,WR,
USSR,1981 MAY 25,68.2,53.5,UG-S,I-FE,37.6
USSR,1981 MAY 27,49.98694,78.97056,UG-S,WR,20
USSR,1981 JUN 4,49.82333,78.04167,UG-T,SE,0.001
USSR,1981 JUN 30,49.7675,78.08083,UG-T,WR,12
USSR,1981 JUN 30,49.7675,78.08083,UG-T,WR,
USSR,1981 JUL 17,49.80139,78.13139,UG-T,WR,9.3
USSR,1981 AUG 14,49.75222,78.05306,UG-T,WR,5.6
USSR,1981 AUG 14,49.75222,78.05306,UG-T,WR,
USSR,1981 AUG 14,49.75222,78.05306,UG-T,WR,
USSR,1981 SEP 2,60.6,55.7,UG-S,I-OS,3.2
USSR,1981 SEP 13,49.91333,78.89444,UG-S,WR,150
USSR,1981 SEP 26,46.79,48.313,UG-S,I-CV,8.5
USSR,1981 SEP 26,46.771,48.304,UG-S,I-CV,8.5
USSR,1981 OCT 1,73.304,54.818,UG-T,WR,140
USSR,1981 OCT 1,73.304,54.818,UG-T,WR,
USSR,1981 OCT 1,73.304,54.818,UG-T,WR,
USSR,1981 OCT 1,73.304,54.818,UG-T,WR,
USSR,1981 OCT 16,49.83417,78.08028,UG-T,SE,0.001
USSR,1981 OCT 18,49.92806,78.84472,UG-S,WR,107
USSR,1981 OCT 18,49.92806,78.84472,UG-S,WR,
USSR,1981 OCT 22,63.8,97.55,UG-S,I-SS,8.5
USSR,1981 NOV 20,49.73667,78.10417,UG-T,WR,8
USSR,1981 NOV 20,49.73667,78.10417,UG-T,WR,
USSR,1981 NOV 29,49.90194,78.84889,UG-S,WR,31
USSR,1981 NOV 29,49.90194,78.84889,UG-S,WR,
USSR,1981 NOV 29,49.90194,78.84889,UG-S,WR,
USSR,1981 DEC 22,49.83417,78.08028,UG-T,WR,7
USSR,1981 DEC 22,49.83417,78.08028,UG-T,WR,
USSR,1981 DEC 22,49.83417,78.08028,UG-T,WR,
USSR,1981 DEC 27,49.93306,78.77833,UG-S,WR,150
USSR,1982 FEB 19,49.82333,78.03333,UG-T,WR,24
USSR,1982 FEB 19,49.82333,78.03333,UG-T,WR,
USSR,1982 APR 6,49.834,78.08,UG-T,,0
USSR,1982 APR 25,49.91694,78.88778,UG-S,FS,145
USSR,1982 APR 25,49.91694,78.88778,UG-S,FS,
USSR,1982 APR 25,49.91694,78.88778,UG-S,FS,
USSR,1982 JUN 25,49.77139,78.11083,UG-T,WE,2.4
USSR,1982 JUN 25,49.77139,78.11083,UG-T,WR,
USSR,1982 JUL 4,49.95861,78.81167,UG-S,WR,136
USSR,1982 JUL 4,49.95861,78.81167,UG-S,WR,
USSR,1982 JUL 4,49.95861,78.81167,UG-S,WR,
USSR,1982 JUL 30,53.8,104.15,UG-S,I-SS,8.5
USSR,1982 AUG 23,49.74028,78.03083,UG-T,WR,1.7
USSR,1982 AUG 23,49.74028,78.03083,UG-T,WR,
USSR,1982 AUG 31,49.91417,78.76139,UG-S,WR,8
USSR,1982 AUG 31,49.91417,78.76139,UG-S,WR,
USSR,1982 SEP 4,69.2,81.65,UG-S,I-SS,16
USSR,1982 SEP 21,49.77917,78.12472,UG-T,WR,12
USSR,1982 SEP 21,49.77917,78.12472,UG-T,WR,
USSR,1982 SEP 25,64.35,91.8,UG-S,I-SS,8.5
USSR,1982 OCT 10,61.55,112.85,UG-S,I-OS,15
USSR,1982 OCT 11,73.339,54.608,UG-T,WR,80
USSR,1982 OCT 11,73.339,54.608,UG-T,WR,
USSR,1982 OCT 11,73.339,54.608,UG-T,WR,
USSR,1982 OCT 11,73.339,54.608,UG-T,WR,
USSR,1982 OCT 16,46.759,48.247,UG-S,I-CV,13.5
USSR,1982 OCT 16,46.752,48.258,UG-S,I-CV,8.5
USSR,1982 OCT 16,46.766,48.288,UG-S,I-CV,8.5
USSR,1982 OCT 16,46.76,48.3,UG-S,I-CV,8.5
USSR,1982 DEC 5,49.93083,78.80972,UG-S,WR,119
USSR,1982 DEC 5,49.93083,78.80972,UG-S,WR,
USSR,1982 DEC 25,49.78111,78.035,UG-T,WR,1.7
USSR,1982 DEC 25,49.78111,78.035,UG-T,WR,
USSR,1982 DEC 26,50.06306,78.99389,UG-S,FS,21
USSR,1982 DEC 26,50.06306,78.99389,UG-S,WR,21
USSR,1983 MAR 11,49.82333,78.03333,UG-T,SE,0.001
USSR,1983 MAR 30,49.785,78.04056,UG-T,WR,2.7
USSR,1983 APR 11,49.823,78.033,UG-T,,0
USSR,1983 APR 12,49.78556,78.08472,UG-T,WE,3
USSR,1983 MAY 30,49.74111,78.12028,UG-T,FS,20
USSR,1983 MAY 30,49.74111,78.12028,UG-T,WR,
USSR,1983 JUN 9,49.823,78.033,UG-T,,0
USSR,1983 JUN 12,49.925,78.89806,UG-S,WR,138
USSR,1983 JUN 12,49.925,78.89806,UG-S,WR,
USSR,1983 JUN 24,49.73972,78.03583,UG-T,WR,1.8
USSR,1983 JUL 10,51.363,53.306,UG-S,I-CV,15
USSR,1983 JUL 10,51.367,53.327,UG-S,I-CV,15
USSR,1983 JUL 10,51.38,53.34,UG-S,I-CV,15
USSR,1983 AUG 18,73.354,54.974,UG-T,WR,150
USSR,1983 AUG 18,73.354,54.974,UG-T,WR,
USSR,1983 AUG 18,73.354,54.974,UG-T,WR,
USSR,1983 AUG 18,73.354,54.974,UG-T,PR,
USSR,1983 AUG 18,73.354,54.974,UG-T,SE,
USSR,1983 SEP 11,49.78472,78.08417,UG-T,WE,1.9
USSR,1983 SEP 24,46.783,48.315,UG-S,I-CV,8.5
USSR,1983 SEP 24,46.788,48.297,UG-S,I-CV,8.5
USSR,1983 SEP 24,46.767,48.31,UG-S,I-CV,8.5
USSR,1983 SEP 24,46.749,48.303,UG-S,I-CV,8.5
USSR,1983 SEP 24,46.754,48.289,UG-S,I-CV,8.5
USSR,1983 SEP 24,46.766,48.274,UG-S,I-CV,8.5
USSR,1983 SEP 25,73.328,54.541,UG-T,WR,100
USSR,1983 SEP 25,73.328,54.541,UG-T,WR,
USSR,1983 SEP 25,73.328,54.541,UG-T,WR,
USSR,1983 SEP 25,73.328,54.541,UG-T,WE,
USSR,1983 OCT 6,49.92458,78.75069,UG-S,WR,82
USSR,1983 OCT 6,49.92458,78.75069,UG-S,WR,
USSR,1983 OCT 26,49.9125,78.82167,UG-S,WR,114
USSR,1983 NOV 2,49.77917,78.12472,UG-T,WR,
USSR,1983 NOV 20,50.05083,78.99917,UG-S,WR,20
USSR,1983 NOV 20,50.05083,78.99917,UG-S,WR,
USSR,1983 NOV 29,49.73028,78.09583,UG-T,WR,
USSR,1983 NOV 29,49.75861,78.04861,UG-T,WR,19
USSR,1983 NOV 29,49.75861,78.04861,UG-T,WR,
USSR,1983 DEC 26,49.79,78.10917,UG-T,FS,30
USSR,1984 FEB 19,49.89611,78.74306,UG-S,WR,49
USSR,1984 MAR 7,50.05,78.95611,UG-S,WR,42
USSR,1984 MAR 29,49.91111,78.92694,UG-S,WR,83
USSR,1984 APR 15,49.76056,78.08917,UG-T,WR,60
USSR,1984 APR 15,49.76056,78.08917,UG-T,WR,
USSR,1984 APR 25,49.93583,78.85056,UG-S,WR,76
USSR,1984 APR 25,49.93583,78.85056,UG-S,WR,
USSR,1984 MAY 26,49.97889,79.00556,UG-S,WR,130
USSR,1984 MAY 26,49.97889,79.00556,UG-S,WR,
USSR,1984 JUN 7,49.79,78.109,UG-T,,0
USSR,1984 JUL 14,49.90944,78.87722,UG-S,WR,135
USSR,1984 JUL 14,49.90944,78.87722,UG-S,WR,
USSR,1984 JUL 21,51.358,53.319,UG-S,I-CV,15
USSR,1984 JUL 21,51.371,53.337,UG-S,I-CV,15
USSR,1984 JUL 21,51.391,53.351,UG-S,I-CV,15
USSR,1984 AUG 11,65.05,55.1,UG-S,I-SS,85
USSR,1984 AUG 25,61.9,72.1,UG-S,I-SS,8.5
USSR,1984 AUG 26,73.4,54.8,UG-T,WE,0.6
USSR,1984 AUG 27,67.75,33,UG-T,I,1.7
USSR,1984 AUG 27,67.75,33,UG-T,I,1.7
USSR,1984 AUG 28,60.3,57.1,UG-S,I-OS,3.2
USSR,1984 AUG 28,60.7,57.5,UG-S,I-OS,3.2
USSR,1984 SEP 9,49.80444,78.0875,UG-T,WE,6
USSR,1984 SEP 9,49.80444,78.0875,UG-T,WE,
USSR,1984 SEP 9,49.80444,78.0875,UG-T,WE,
USSR,1984 SEP 9,49.80444,78.0875,UG-T,WE,
USSR,1984 SEP 17,55.834,87.526,UG-S,I-SS,10
USSR,1984 OCT 18,49.72944,78.08639,UG-T,WE,1.4
USSR,1984 OCT 25,73.355,54.99,UG-T,WR,110
USSR,1984 OCT 25,73.355,54.99,UG-T,WR,
USSR,1984 OCT 25,73.355,54.99,UG-T,WR,
USSR,1984 OCT 25,73.355,54.99,UG-T,WR,
USSR,1984 OCT 25,49.79,78.109,UG-T,,0
USSR,1984 OCT 27,49.93472,78.92806,UG-S,WR,150
USSR,1984 OCT 27,46.9,48.15,UG-S,I-CV,3.2
USSR,1984 OCT 27,46.95,48.1,UG-S,I-CV,3.2
USSR,1984 NOV 23,49.8125,78.05944,UG-T,WR,1.4
USSR,1984 NOV 23,49.8125,78.05944,UG-T,WR,
USSR,1984 NOV 23,49.8125,78.05944,UG-T,WR,
USSR,1984 DEC 2,50.00611,79.00889,UG-S,WR,79
USSR,1984 DEC 2,50.00611,79.00889,UG-S,FS,
USSR,1984 DEC 16,49.94583,78.80861,UG-S,WR,137
USSR,1984 DEC 16,49.94583,78.80861,UG-S,WR,
USSR,1984 DEC 28,49.88028,78.70389,UG-S,WR,105
USSR,1984 DEC 28,49.88028,78.70389,UG-S,PR,
USSR,1985 FEB 10,49.89917,78.78056,UG-S,WR,62
USSR,1985 FEB 10,49.89917,78.78056,UG-S,WR,
USSR,1985 FEB 10,49.89917,78.78056,UG-S,WR,
USSR,1985 APR 25,49.92667,78.88083,UG-S,WR,74
USSR,1985 APR 25,49.92667,78.88083,UG-S,WR,
USSR,1985 JUN 15,49.90861,78.84278,UG-S,WR,114
USSR,1985 JUN 15,49.90861,78.84278,UG-S,WR,
USSR,1985 JUN 15,49.92028,78.81944,UG-S,WR,
USSR,1985 JUN 18,60.6,72.7,UG-S,I-OS,2.5
USSR,1985 JUN 30,49.86444,78.66861,UG-S,WR,86
USSR,1985 JUN 30,49.86444,78.66861,UG-S,WR,
USSR,1985 JUL 11,49.75056,78.04917,UG-T,WR,0.5
USSR,1985 JUL 18,65.994,41.038,UG-S,I-SS,8.5
USSR,1985 JUL 19,49.80111,78.06861,UG-T,WR,
USSR,1985 JUL 20,49.94972,78.78389,UG-S,WR,74
USSR,1985 JUL 25,49.8186,78.0164,UG-T,WR,5
USSR,1985 JUL 25,49.8186,78.0164,UG-T,WR,
USSR,1985 JUL 25,49.8186,78.0164,UG-T,SE,
USSR,1985 JUL 25,49.8186,78.0164,UG-T,SE,
USSR,1987 FEB 26,49.83417,78.08111,UG-T,FS,24
USSR,1987 MAR 12,49.93528,78.82889,UG-S,WR,11
USSR,1987 MAR 12,49.93528,78.82889,UG-S,WR,
USSR,1987 APR 3,49.91806,78.78028,UG-S,WR,140
USSR,1987 APR 3,49.75389,78.11444,UG-T,WR,1
USSR,1987 APR 3,49.75389,78.11444,UG-T,WR,
USSR,1987 APR 3,49.75389,78.11444,UG-T,WR,
USSR,1987 APR 17,49.87778,78.66889,UG-S,WR,86
USSR,1987 APR 17,49.87778,78.66889,UG-S,WR,
USSR,1987 APR 17,49.87778,78.66889,UG-S,WR,
USSR,1987 APR 17,49.751,78.049,UG-T,,0
USSR,1987 APR 19,60.6,57.2,UG-S,I-OS,3.2
USSR,1987 APR 19,60.8,57.5,UG-S,I-OS,3.2
USSR,1987 MAY 6,49.77583,78.01222,UG-T,FS,40
USSR,1987 JUN 6,49.83667,78.06167,UG-T,FS,24
USSR,1987 JUN 20,49.93528,78.74417,UG-S,WR,107
USSR,1987 JUN 20,49.93528,78.74417,UG-S,WR,
USSR,1987 JUL 7,61.5,112.85,UG-S,I-OS,15
USSR,1987 JUL 17,49.77583,78.01972,UG-T,FS,78
USSR,1987 JUL 24,61.45,112.8,UG-S,I-OS,15
USSR,1987 AUG 2,49.88056,78.87472,UG-S,WR,72
USSR,1987 AUG 2,49.88056,78.87472,UG-S,WR,
USSR,1987 AUG 2,49.88056,78.87472,UG-S,WR,
USSR,1987 AUG 2,73.326,54.602,UG-T,WR,150
USSR,1987 AUG 2,73.326,54.602,UG-T,WR,
USSR,1987 AUG 2,73.326,54.602,UG-T,WR,
USSR,1987 AUG 2,73.326,54.602,UG-T,FS,
USSR,1987 AUG 2,73.326,54.602,UG-T,SE,
USSR,1987 AUG 12,61.45,112.8,UG-S,I-OS,3.2
USSR,1987 SEP 18,49.80444,78.0875,UG-T,WE,1.1
USSR,1987 SEP 18,49.80444,78.0875,UG-T,SE,
USSR,1987 OCT 3,47.6,56.2,UG-S,I-SS,8.5
USSR,1987 OCT 16,49.72972,78.08667,UG-T,WE,1.1
USSR,1987 NOV 15,49.89861,78.75806,UG-S,WR,103
USSR,1987 NOV 15,49.89861,78.75806,UG-S,WR,
USSR,1987 DEC 13,49.96306,78.79306,UG-S,WR,137
USSR,1987 DEC 13,49.96306,78.79306,UG-S,WR,
USSR,1987 DEC 20,49.77583,78.01222,UG-T,FS,5
USSR,1987 DEC 27,49.87944,78.725,UG-S,WR,117
USSR,1987 DEC 27,49.87944,78.725,UG-S,WR,
USSR,1988 FEB 6,49.77583,78.01972,UG-T,WR,5
USSR,1988 FEB 6,49.77583,78.01972,UG-T,SE,0.001
USSR,1988 FEB 6,49.77583,78.01972,UG-T,SE,0.001
USSR,1988 FEB 13,49.93667,78.86389,UG-S,WR,125
USSR,1988 FEB 13,49.93667,78.86389,UG-S,WR,
USSR,1988 APR 3,49.90833,78.90833,UG-S,WR,135
USSR,1988 APR 22,49.79028,78.10694,UG-T,WE,2.3
USSR,1988 MAY 4,49.94944,78.75028,UG-S,FS,132
USSR,1988 MAY 7,73.314,54.553,UG-T,WE,80
USSR,1988 MAY 7,73.314,54.553,UG-T,WE,
USSR,1988 MAY 7,73.314,54.553,UG-T,WE,
USSR,1988 JUN 14,50.01889,78.96056,UG-S,WR,4
USSR,1988 AUG 22,66.28,78.491,UG-S,I-SS,15
USSR,1988 SEP 6,61.361,48.092,UG-S,I-SS,8.5
USSR,1988 SEP 14,49.87778,78.82306,UG-S,JV,150
USSR,1988 OCT 18,49.78,78.01722,UG-T,WE,6
USSR,1988 NOV 12,50.04306,78.96889,UG-S,WR,15
USSR,1988 NOV 23,49.77944,78.03722,UG-T,WR,19
USSR,1988 NOV 23,49.77944,78.03722,UG-T,FS,
USSR,1988 NOV 23,49.77944,78.03722,UG-T,SE,0.001
USSR,1988 DEC 4,73.366,55.001,UG-T,WR,140
USSR,1988 DEC 4,73.366,55.001,UG-T,WR,
USSR,1988 DEC 4,73.366,55.001,UG-T,WR,
USSR,1988 DEC 4,73.366,55.001,UG-T,WE,
USSR,1988 DEC 4,73.366,55.001,UG-T,SE,0.001
USSR,1988 DEC 17,49.88194,78.92472,UG-S,WR,68
USSR,1988 DEC 17,49.88194,78.92472,UG-S,WR,
USSR,1988 DEC 28,49.80111,78.06861,UG-T,WR,0.2
USSR,1988 DEC 28,49.80111,78.06861,UG-T,WR,
USSR,1989 JAN 22,49.93944,78.81944,UG-S,WR,118
USSR,1989 JAN 22,49.93944,78.81944,UG-S,WR,
USSR,1989 FEB 12,49.91861,78.71111,UG-S,WR,63
USSR,1989 FEB 17,49.82778,78.05972,UG-T,WR,10
USSR,1989 JUL 8,49.86778,78.78028,UG-S,WR,22
USSR,1989 SEP 2,50.00583,78.98556,UG-S,WR,6
USSR,1989 SEP 2,50.00583,78.98556,UG-S,WR,
USSR,1989 OCT 4,49.7498,78.0117,UG-T,WE,4
USSR,1989 OCT 19,49.92222,78.90833,UG-S,WR,85
USSR,1989 OCT 19,49.92222,78.90833,UG-S,WR,
USSR,1989 OCT 19,49.92222,78.90833,UG-S,WR,
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,70
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,0.001
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,0.001
USSR,1990 OCT 24,73.331,54.757,UG-T,WR,0.001
UNK,1979 SEP 22,-46.36,37.57,A,,3
NK,2006 OCT 9,41.29,129.09,UG,,0
NK,2009 MAY 25,41.306,129.029,UG,,4
PAK,1998 MAY 28,28.7919,64.9475,UG-T,,32
PAK,1998 MAY 28,28.7919,64.9475,UG-T,,1
PAK,1998 MAY 28,28.7919,64.9475,UG-T,,1
PAK,1998 MAY 28,28.7919,64.9475,UG-T,,1
PAK,1998 MAY 28,28.7919,64.9475,UG-T,,1
PAK,1998 MAY 30,28.49,63.73,UG-S,,
PAK,1998 MAY 30,28.49,63.73,UG-S,,
INDI,1974 MAY 18,27.095,71.752,UG-S,,12
INDI,1998 MAY 11,27.0716,71.7612,UG-S,,43
INDI,1998 MAY 11,27.072,71.761,UG-S,,12
INDI,1998 MAY 11,27.072,71.761,UG,,0.2
INDI,1998 MAY 13,27.1,71.8,UG,,0.5
INDI,1998 MAY 13,27.1,71.8,UG,,0.3
PRC,1964 OCT 16,42.35,88.3,AS-T,,22
PRC,1965 MAY 14,41.5,88.5,A-AD,,35
PRC,1966 MAY 9,41.5,88.5,A-AD,,250
PRC,1966 OCT 27,41.5,88.5,A-R,,12
PRC,1966 DEC 28,41.5,88.5,AS-T,,300
PRC,1967 JUN 17,40.744,89.775,A-AD,,3300
PRC,1967 DEC 24,41.5,88.5,A-AD,,20
PRC,1968 DEC 27,41.5,88.5,A-AD,,3000
PRC,1969 SEP 22,41.376,88.318,UG-T,,19.2
PRC,1969 SEP 29,40.722,89.515,A-AD,,3000
PRC,1970 OCT 14,40.52,89.779,A-AD,,3400
PRC,1971 NOV 18,41.5,88.5,AS-T,,20
PRC,1972 JAN 7,41.5,88.5,A-AD,,8
PRC,1972 MAR 18,41.5,88.5,A-AD,,170
PRC,1973 JUN 27,40.7985,89.8091,A-AD,,3000
PRC,1974 JUN 17,40.518,89.619,A,,1000
PRC,1975 OCT 27,41.375,88.326,UG-T,,2.5
PRC,1976 JAN 23,41.5,88.5,A,,
PRC,1976 SEP 26,41.5,88.5,A,,200
PRC,1976 OCT 17,41.708,88.37,UG-T,,2.6
PRC,1976 NOV 17,40.696,89.627,A-AD,,4000
PRC,1977 SEP 17,41.5,88.5,A,,
PRC,1978 MAR 15,41.5,88.5,A,,11
PRC,1978 OCT 14,41.523,88.722,UG-S,,3.4
PRC,1978 DEC 14,41.5,88.5,A,,
PRC,1979 FEB 2,41.5,88.5,UG,,1
PRC,1979 SEP 13,41.5,88.5,UG,,
PRC,1980 OCT 16,40.719,89.651,A,,1000
PRC,1982 OCT 5,41.5,88.5,UG,,7
PRC,1983 MAY 4,41.679,88.368,UG-T,,1
PRC,1983 OCT 6,41.538,88.714,UG-S,,
PRC,1984 OCT 3,41.5713,88.7216,UG-S,,
PRC,1984 DEC 19,41.737,88.425,UG-T,,15
PRC,1987 JUN 5,41.518,88.713,UG-S,,250
PRC,1988 SEP 29,41.768,88.38,UG-T,,3
PRC,1990 MAY 26,41.569,88.701,UG-S,,
PRC,1990 AUG 16,41.514,88.739,UG-S,,189
PRC,1992 MAY 21,41.513,88.774,UG-S,,660
PRC,1992 SEP 25,41.716,88.336,UG-T,,8
PRC,1992 NOV 2,41.5,88.5,UG,,1
PRC,1993 OCT 5,41.667,88.695,UG-S,,80
PRC,1994 JUN 10,41.53,88.71,UG-S?,,90
PRC,1994 OCT 7,41.66,88.75,UG-S,,90
PRC,1995 MAY 15,41.6,88.82,UG-S,,95
PRC,1995 AUG 17,41.56,88.8,UG-S?,,90
PRC,1996 JUN 8,41.66,88.69,UG-S?,,50
PRC,1996 JUN 8,41.66,88.69,UG-S?,,
PRC,1996 JUL 29,41.82,88.42,UG-T?,,3
FRA,1960 FEB 13,26.3117,-0.0572,AS-T,WE,65
FRA,1960 APR 1,26.1661,-0.1025,AS,WR,10
FRA,1960 DEC 27,26.3536,-0.1236,AS-T,WE,3
FRA,1961 APR 25,26.3217,-0.0733,AS-T,,0.5
FRA,1961 NOV 7,24.0571,5.0521,UG-T,WR,10
FRA,1962 MAY 1,24.063,5.0418,UG-T,WR,40
FRA,1963 MAR 18,24.0413,5.0521,UG-T,WR,10
FRA,1963 MAR 30,24.0433,5.057,UG-T,WR,2.5
FRA,1963 OCT 20,24.0355,5.0386,UG-T,WR,52
FRA,1964 FEB 14,24.0536,5.0523,UG-T,WR/P,3.7
FRA,1964 JUN 15,24.0666,5.0345,UG-T,WR,2.5
FRA,1964 NOV 28,24.0418,5.0416,UG-T,WR,10
FRA,1965 FEB 27,24.0587,5.0311,UG-T,WR/P,127
FRA,1965 MAY 30,24.055,5.0508,UG-T,WR,2.5
FRA,1965 OCT 1,24.0649,5.034,UG-T,WR,2.5
FRA,1965 DEC 1,24.0437,5.0469,UG-T,WR,10
FRA,1966 FEB 16,24.0441,5.0412,UG-T,WR/P,13
FRA,1966 JUL 2,-21.87,-139,AW-BG,WR,28
FRA,1966 JUL 19,-21.8,-138.9,A-AD,WR,50
FRA,1966 JUL 21,-21.79,-138.91,AS,SE,0
FRA,1966 SEP 11,-21.83,-138.88,A-B,WR,110
FRA,1966 SEP 24,-22.23,-138.73,AW-BG,WR,125
FRA,1966 OCT 4,-21.87,-139,AW-BG,WR,205
FRA,1967 JUN 5,-21.789,-138.895,A-B,WR,15
FRA,1967 JUN 27,-21.865,-139,A-B,WR,120
FRA,1967 JUL 2,-21.795,-138.892,AW-BG,WR,22
FRA,1968 JUL 7,-21.83,-138.88,A-B,WR,115
FRA,1968 JUL 15,-21.83,-138.88,A-B,WR,450
FRA,1968 AUG 3,-21.83,-138.88,A-B,WR,150
FRA,1968 AUG 24,-22.228,-138.644,A-B,WR,2600
FRA,1968 SEP 8,-21.821,-138.975,A-B,WR,1280
FRA,1970 MAY 15,-21.83,-138.88,A-B,WR,13
FRA,1970 MAY 22,-21.83,-138.88,A-B,WR,224
FRA,1970 MAY 30,-22.309,-138.606,A-B,WR,945
FRA,1970 JUN 24,-21.83,-138.88,A-B,WR,12
FRA,1970 JUL 3,-21.935,-138.917,A-B,WR,914
FRA,1970 JUL 27,-21.83,-138.88,A-B,WR,0.05
FRA,1970 AUG 2,-21.786,-138.893,A-B,WR,72
FRA,1970 AUG 6,-21.83,-138.88,A-B,WR,594
FRA,1971 JUN 5,-21.83,-138.88,A-B,WR,34
FRA,1971 JUN 12,-23.8,-137.2,A-B,WR,440
FRA,1971 JUL 4,-21.83,-138.88,A-B,WR,9
FRA,1971 AUG 8,-21.83,-138.88,A-B,WR,4
FRA,1971 AUG 14,-21.823,-138.976,A-B,WR,955
FRA,1972 JUN 25,-21.83,-138.88,A-B,WR,0.5
FRA,1972 JUN 30,-21.83,-138.88,A-B,WR,4
FRA,1972 JUL 27,-21.83,-138.88,A-B,WR,6
FRA,1972 JUL 31,-21.79,-138.91,AS,SE,0.001
FRA,1973 JUL 21,-21.83,-138.88,A-B,WR,11
FRA,1973 JUL 28,-21.83,-138.88,A-B,WR,0.05
FRA,1973 AUG 18,-21.83,-138.88,A-B,WR,4
FRA,1973 AUG 24,-21.83,-138.88,A-B,WR,0.2
FRA,1973 AUG 28,-21.83,-138.88,A-AD,WR,6.6
FRA,1973 SEP 13,-21.79,-138.91,AS,SE,0
FRA,1974 JUN 16,-21.83,-138.88,A-B,WR,4
FRA,1974 JUL 1,-21.79,-138.91,AS,SE,0
FRA,1974 JUL 7,-21.83,-138.88,A-B,WR,150
FRA,1974 JUL 17,-21.83,-138.88,A-B,WR,4
FRA,1974 JUL 25,-21.83,-138.88,A-AD,WR,8
FRA,1974 JUL 28,-21.79,-138.91,AS,SE,0.001
FRA,1974 AUG 14,-21.83,-138.88,A-B,WR,96
FRA,1974 AUG 24,-21.83,-138.88,A-B,WR,14
FRA,1974 SEP 14,-21.871,-139.01,A-B,WR,332
FRA,1975 JUN 5,-22.28,-138.74,UG-S,WR,5
FRA,1975 NOV 26,-22.28,-138.74,UG-S,WR,5
FRA,1976 APR 3,-21.83,-138.88,UG-S,WR,1
FRA,1976 JUL 11,-21.863,-138.786,UG-S,WR,12
FRA,1976 JUL 22,-21.8,-138.9,UG-S,SE,0
FRA,1976 OCT 30,-21.8,-138.9,UG-S,WR,1
FRA,1976 DEC 5,-21.8,-138.9,UG-S,WR,1
FRA,1977 FEB 19,-21.84,-138.848,UG-S,WR,5
FRA,1977 MAR 19,-21.887,-138.92,UG-S,WR,47
FRA,1977 APR 2,-21.8,-138.9,UG-S,WR,1
FRA,1977 JUN 28,-21.8,-138.9,UG-S,SE,0
FRA,1977 JUL 6,-21.783,-138.96,UG-S,WR,20
FRA,1977 JUL 12,-21.8,-138.9,UG-S,SE,0
FRA,1977 NOV 12,-21.8,-138.9,UG-S,WR,5
FRA,1977 NOV 24,-21.884,-138.886,UG-S,WR,50
FRA,1977 DEC 17,-21.8,-138.9,UG-S,WR,5
FRA,1978 FEB 27,-21.8,-138.9,UG-S,WR,1
FRA,1978 MAR 22,-21.705,-138.934,UG-S,WR,5
FRA,1978 MAR 25,-21.8,-138.9,UG-S,WR,1
FRA,1978 JUL 1,-21.8,-138.9,UG-S,WR,1
FRA,1978 JUL 19,-21.8,-138.9,UG-S,WR,5
FRA,1978 JUL 26,-21.8,-138.9,UG-S,WR,4
FRA,1978 NOV 2,-21.8,-138.9,UG-S,WR,3
FRA,1978 NOV 14,-21.8,-138.9,UG-S,SE,0
FRA,1978 NOV 30,-21.868,-138.95,UG-S,WR,64
FRA,1978 DEC 17,-21.8,-138.9,UG-S,WR,5
FRA,1978 DEC 19,-21.768,-138.934,UG-S,WR,12
FRA,1979 MAR 1,-21.8,-138.9,UG-S,WR,8
FRA,1979 MAR 9,-21.8,-138.9,UG-S,WR,14
FRA,1979 MAR 24,-21.806,-138.933,UG-S,WR,8
FRA,1979 APR 4,-21.85,-138.702,UG-S,WR,6
FRA,1979 JUN 18,-21.81,-138.809,UG-S,WR,5
FRA,1979 JUN 29,-21.818,-138.903,UG-S,WR,28
FRA,1979 JUL 25,-21.88,-138.94,UG-S,WR,112
FRA,1979 JUL 28,-21.809,-138.812,UG-S,WR,5
FRA,1979 NOV 19,-21.8,-138.9,UG-S,WR,1
FRA,1979 NOV 22,-21.8,-138.9,UG-S,WR,4
FRA,1980 FEB 23,-21.8,-138.9,UG-S,WR,2
FRA,1980 MAR 3,-21.8,-138.9,UG-S,WR,5
FRA,1980 MAR 23,-21.861,-138.939,UG-S,WR,80
FRA,1980 APR 1,-21.845,-138.758,UG-S,WR,18
FRA,1980 APR 4,-21.921,-138.799,UG-S,WR,5
FRA,1980 JUN 16,-21.87,-138.899,UG-S,WR,26
FRA,1980 JUN 21,-21.8,-138.9,UG-S,WR,9
FRA,1980 JUL 6,-21.849,-138.848,UG-S,WR,5
FRA,1980 JUL 9,-21.8,-138.9,UG-S,SE,0
FRA,1980 JUL 19,-21.861,-138.934,UG-S,WR,80
FRA,1980 NOV 25,-21.8,-138.9,UG-S,WR,2
FRA,1980 DEC 3,-21.875,-138.939,UG-S,WR,51
FRA,1981 FEB 27,-21.8,-138.9,UG-S,WR,5
FRA,1981 MAR 6,-21.8,-138.9,UG-S,WR,2
